conversation_id,sender,message,timestamp
fr_476,utilisateur,Que dois-je prendre pour un rhume ?,2025-04-25 09:31:03
fr_476,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-03-30 19:47:00
fr_477,utilisateur,Je me sens étourdi,2025-07-10 13:03:58
fr_477,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-27 17:52:43
fr_478,utilisateur,Que dois-je prendre pour un rhume ?,2025-02-27 10:09:02
fr_478,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-04-28 16:05:43
fr_479,utilisateur,J'ai mal à la tête,2025-03-14 15:38:38
fr_479,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-05-13 05:57:22
fr_480,utilisateur,Je me sens étourdi,2025-04-28 15:01:06
fr_480,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-02-07 01:17:43
fr_481,utilisateur,Je ne dors pas bien,2025-01-31 08:49:28
fr_481,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-06-02 12:29:59
fr_482,utilisateur,J'ai mal à la tête,2025-01-02 17:05:55
fr_482,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-04-14 01:31:34
fr_483,utilisateur,Que dois-je prendre pour un rhume ?,2025-03-20 23:57:04
fr_483,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-03-22 23:43:09
fr_484,utilisateur,Je me sens étourdi,2025-03-27 22:47:01
fr_484,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-29 02:07:03
fr_485,utilisateur,Je ne dors pas bien,2025-02-13 15:01:43
fr_485,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-02-11 21:24:09
fr_486,utilisateur,Je me sens étourdi,2025-02-03 17:59:09
fr_486,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-28 14:36:07
fr_487,utilisateur,Je me sens étourdi,2025-02-02 21:30:19
fr_487,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-05-20 17:31:38
fr_488,utilisateur,Je ne dors pas bien,2025-05-23 18:58:15
fr_488,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-03-09 18:20:09
fr_489,utilisateur,Que dois-je prendre pour un rhume ?,2025-07-17 03:09:04
fr_489,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-02-28 22:45:31
fr_490,utilisateur,Je me sens étourdi,2025-04-20 18:21:22
fr_490,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-07-06 17:08:17
fr_491,utilisateur,Je ne dors pas bien,2025-06-06 02:25:14
fr_491,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-03-28 21:55:50
fr_492,utilisateur,Je me sens malade,2025-06-05 22:26:02
fr_492,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-07-01 18:27:50
fr_493,utilisateur,Je me sens étourdi,2025-04-20 19:57:12
fr_493,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-14 06:28:01
fr_494,utilisateur,Je me sens malade,2025-02-26 18:40:30
fr_494,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-26 17:33:51
fr_495,utilisateur,J'ai mal à la tête,2025-01-16 14:06:04
fr_495,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-06-16 19:42:18
fr_496,utilisateur,Je me sens étourdi,2025-02-18 09:48:53
fr_496,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-07-15 00:58:29
fr_497,utilisateur,Je ne dors pas bien,2025-02-15 15:58:05
fr_497,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-20 10:56:48
fr_498,utilisateur,Que dois-je prendre pour un rhume ?,2025-01-25 11:52:06
fr_498,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-06-13 09:34:39
fr_499,utilisateur,Je me sens malade,2025-06-09 19:50:28
fr_499,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-12 02:57:28
fr_500,utilisateur,Je ne dors pas bien,2025-01-18 17:28:09
fr_500,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-02-20 16:46:59
fr_501,utilisateur,Je ne dors pas bien,2025-04-21 12:32:48
fr_501,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-02-03 17:52:08
fr_502,utilisateur,Que dois-je prendre pour un rhume ?,2025-01-14 02:44:18
fr_502,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-06-03 08:52:44
fr_503,utilisateur,Je ne dors pas bien,2025-06-20 09:42:52
fr_503,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-07-15 06:43:08
fr_504,utilisateur,Je me sens étourdi,2025-02-13 06:10:50
fr_504,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-25 14:57:51
fr_505,utilisateur,Je me sens malade,2025-03-13 09:17:16
fr_505,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-04-25 08:15:08
fr_506,utilisateur,Je ne dors pas bien,2025-03-14 04:49:00
fr_506,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-03-10 08:48:40
fr_507,utilisateur,Je me sens malade,2025-07-05 17:53:22
fr_507,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-04 06:50:59
fr_508,utilisateur,Je me sens malade,2025-01-03 17:36:39
fr_508,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-03-07 14:51:11
fr_509,utilisateur,J'ai mal à la tête,2025-03-06 06:30:06
fr_509,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-02-19 13:59:32
fr_510,utilisateur,Je ne dors pas bien,2025-06-20 13:42:40
fr_510,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-04-12 19:20:03
fr_511,utilisateur,J'ai mal à la tête,2025-01-03 08:45:24
fr_511,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-06-09 19:44:14
fr_512,utilisateur,Je me sens étourdi,2025-01-06 02:15:18
fr_512,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-25 21:03:04
fr_513,utilisateur,Que dois-je prendre pour un rhume ?,2025-05-23 19:14:56
fr_513,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-04-27 07:10:02
fr_514,utilisateur,Je me sens malade,2025-06-02 16:53:06
fr_514,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-03-30 14:39:54
fr_515,utilisateur,Je me sens étourdi,2025-05-21 01:26:17
fr_515,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-06 09:29:49
fr_516,utilisateur,Je me sens étourdi,2025-06-03 06:24:30
fr_516,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-20 03:07:05
fr_517,utilisateur,J'ai mal à la tête,2025-06-14 07:57:44
fr_517,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-06-02 11:15:55
fr_518,utilisateur,Je me sens malade,2025-07-14 19:17:57
fr_518,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-06-05 05:03:59
fr_519,utilisateur,J'ai mal à la tête,2025-06-18 01:30:26
fr_519,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-03-18 11:23:43
fr_520,utilisateur,Je me sens malade,2025-05-17 23:28:11
fr_520,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-05-06 17:03:26
fr_521,utilisateur,Je me sens malade,2025-02-10 19:15:25
fr_521,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-05-20 19:38:42
fr_522,utilisateur,Je me sens malade,2025-05-26 05:27:49
fr_522,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-03-22 14:58:13
fr_523,utilisateur,Je me sens étourdi,2025-06-15 23:03:59
fr_523,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-05-26 17:07:36
fr_524,utilisateur,Je ne dors pas bien,2025-05-04 17:35:38
fr_524,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-06-05 22:43:09
fr_525,utilisateur,Je ne dors pas bien,2025-03-10 17:35:12
fr_525,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-03-14 13:55:43
fr_526,utilisateur,Que dois-je prendre pour un rhume ?,2025-04-27 08:03:15
fr_526,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-05-26 08:49:39
fr_527,utilisateur,Je ne dors pas bien,2025-06-18 22:00:37
fr_527,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-24 01:37:27
fr_528,utilisateur,Je ne dors pas bien,2025-03-22 10:39:39
fr_528,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-07-05 18:15:40
fr_529,utilisateur,J'ai mal à la tête,2025-06-30 23:20:11
fr_529,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-06-23 19:02:54
fr_530,utilisateur,J'ai mal à la tête,2025-07-12 08:56:38
fr_530,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-04-15 01:58:34
fr_531,utilisateur,Je ne dors pas bien,2025-04-09 16:50:28
fr_531,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-06-15 10:56:14
fr_532,utilisateur,Je me sens malade,2025-07-02 22:58:34
fr_532,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-07 00:50:04
fr_533,utilisateur,J'ai mal à la tête,2025-04-08 17:27:06
fr_533,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-05-22 12:07:50
fr_534,utilisateur,Je me sens malade,2025-03-29 11:37:27
fr_534,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-05-27 12:12:05
fr_535,utilisateur,Que dois-je prendre pour un rhume ?,2025-01-03 01:18:40
fr_535,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-02-01 04:21:22
fr_536,utilisateur,Je me sens malade,2025-04-13 21:01:27
fr_536,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-06-30 21:09:33
fr_537,utilisateur,Je me sens étourdi,2025-06-24 02:24:23
fr_537,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-04 09:34:08
fr_538,utilisateur,Que dois-je prendre pour un rhume ?,2025-04-14 19:25:35
fr_538,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-05-06 17:32:33
fr_539,utilisateur,Je me sens étourdi,2025-07-15 19:49:39
fr_539,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-07-14 09:03:17
fr_540,utilisateur,Je ne dors pas bien,2025-07-06 10:05:12
fr_540,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-05-14 13:31:21
fr_541,utilisateur,Je me sens malade,2025-07-04 17:34:51
fr_541,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-03-03 03:15:41
fr_542,utilisateur,Je ne dors pas bien,2025-03-22 20:43:03
fr_542,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-04-17 09:02:58
fr_543,utilisateur,J'ai mal à la tête,2025-04-02 19:29:11
fr_543,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-01-29 21:45:34
fr_544,utilisateur,Je ne dors pas bien,2025-05-04 17:45:54
fr_544,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-05-16 12:20:10
fr_545,utilisateur,Je ne dors pas bien,2025-03-04 12:59:24
fr_545,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-03-13 18:22:19
fr_546,utilisateur,Je me sens étourdi,2025-01-18 21:43:16
fr_546,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-28 13:01:43
fr_547,utilisateur,Que dois-je prendre pour un rhume ?,2025-01-26 21:01:55
fr_547,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-04-06 13:21:24
fr_548,utilisateur,Je me sens malade,2025-03-24 07:03:18
fr_548,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-06-10 17:59:26
fr_549,utilisateur,Que dois-je prendre pour un rhume ?,2025-05-17 18:32:54
fr_549,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-03-20 16:51:27
fr_550,utilisateur,Que dois-je prendre pour un rhume ?,2025-05-13 10:22:43
fr_550,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-06-22 11:29:30
fr_551,utilisateur,Je ne dors pas bien,2025-06-22 02:24:14
fr_551,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-13 18:19:16
fr_552,utilisateur,Je me sens étourdi,2025-06-10 11:47:38
fr_552,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-05-01 14:08:29
fr_553,utilisateur,Je me sens étourdi,2025-01-12 17:14:25
fr_553,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-05-22 17:25:16
fr_554,utilisateur,Que dois-je prendre pour un rhume ?,2025-03-19 20:17:52
fr_554,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-05-10 06:43:01
fr_555,utilisateur,Je me sens malade,2025-02-16 03:46:52
fr_555,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-02-02 07:47:06
fr_556,utilisateur,Je me sens malade,2025-04-27 17:21:15
fr_556,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-06-19 02:23:09
fr_557,utilisateur,Je me sens étourdi,2025-04-22 00:00:22
fr_557,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-02 04:07:56
fr_558,utilisateur,Que dois-je prendre pour un rhume ?,2025-07-03 22:18:04
fr_558,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-06-11 21:26:44
fr_559,utilisateur,Que dois-je prendre pour un rhume ?,2025-05-29 11:16:54
fr_559,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-02-16 14:42:39
fr_560,utilisateur,Je me sens malade,2025-04-09 17:06:34
fr_560,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-04-20 19:49:25
fr_561,utilisateur,Je me sens étourdi,2025-02-14 15:37:17
fr_561,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-05-30 06:34:33
fr_562,utilisateur,Je me sens étourdi,2025-05-04 23:33:42
fr_562,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-02-12 22:00:35
fr_563,utilisateur,Je me sens étourdi,2025-02-04 19:19:06
fr_563,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-07-05 04:26:22
fr_564,utilisateur,Je ne dors pas bien,2025-03-07 03:18:48
fr_564,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-06-26 15:02:32
fr_565,utilisateur,Je me sens étourdi,2025-01-21 11:22:23
fr_565,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-05-01 07:45:58
fr_566,utilisateur,J'ai mal à la tête,2025-02-03 05:55:48
fr_566,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-07-09 12:01:58
fr_567,utilisateur,Je me sens malade,2025-07-14 00:26:49
fr_567,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-05-01 06:26:53
fr_568,utilisateur,Je ne dors pas bien,2025-02-27 08:23:26
fr_568,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-06-19 22:12:31
fr_569,utilisateur,Que dois-je prendre pour un rhume ?,2025-02-24 06:54:08
fr_569,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-05-20 23:02:42
fr_570,utilisateur,Je ne dors pas bien,2025-05-29 10:43:45
fr_570,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-23 09:56:50
fr_571,utilisateur,Je me sens malade,2025-05-20 21:54:46
fr_571,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-06-19 11:34:30
fr_572,utilisateur,Je me sens étourdi,2025-01-23 22:48:45
fr_572,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-05-25 15:59:57
fr_573,utilisateur,J'ai mal à la tête,2025-01-10 08:19:29
fr_573,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-06-04 00:09:30
fr_574,utilisateur,Que dois-je prendre pour un rhume ?,2025-05-28 14:41:28
fr_574,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-01-20 13:49:19
fr_575,utilisateur,Je me sens étourdi,2025-03-11 03:03:42
fr_575,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-01 05:39:34
fr_576,utilisateur,Je ne dors pas bien,2025-06-03 17:01:59
fr_576,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-16 04:25:11
fr_577,utilisateur,J'ai mal à la tête,2025-03-26 03:49:14
fr_577,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-04-28 07:22:39
fr_578,utilisateur,Que dois-je prendre pour un rhume ?,2025-04-20 20:27:11
fr_578,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-05-24 15:02:10
fr_579,utilisateur,Je me sens malade,2025-04-07 07:36:13
fr_579,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-04-28 10:25:21
fr_580,utilisateur,J'ai mal à la tête,2025-06-15 11:44:32
fr_580,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-07-13 23:34:41
fr_581,utilisateur,Je me sens étourdi,2025-06-21 20:08:37
fr_581,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-27 22:12:38
fr_582,utilisateur,Je me sens malade,2025-02-09 06:52:24
fr_582,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-07-06 12:31:48
fr_583,utilisateur,Je ne dors pas bien,2025-04-26 01:02:24
fr_583,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-06-20 01:07:24
fr_584,utilisateur,Je me sens étourdi,2025-03-09 07:37:57
fr_584,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-05 05:21:58
fr_585,utilisateur,J'ai mal à la tête,2025-05-29 19:53:06
fr_585,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-07-16 17:54:20
fr_586,utilisateur,Je me sens étourdi,2025-04-29 21:16:04
fr_586,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-05-22 17:08:02
fr_587,utilisateur,Je me sens étourdi,2025-05-06 04:12:50
fr_587,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-02-12 19:14:29
fr_588,utilisateur,Je me sens malade,2025-03-01 08:29:59
fr_588,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-28 10:56:46
fr_589,utilisateur,J'ai mal à la tête,2025-04-06 20:32:07
fr_589,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-03-30 05:43:47
fr_590,utilisateur,Je ne dors pas bien,2025-06-30 23:24:56
fr_590,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-06-03 05:45:20
fr_591,utilisateur,Je ne dors pas bien,2025-07-01 06:26:30
fr_591,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-05-06 20:42:02
fr_592,utilisateur,Je me sens étourdi,2025-03-05 02:52:12
fr_592,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-02-20 04:16:58
fr_593,utilisateur,Je me sens malade,2025-02-26 03:22:32
fr_593,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-06-24 02:54:35
fr_594,utilisateur,Je ne dors pas bien,2025-04-13 08:19:35
fr_594,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-03-07 13:45:00
fr_595,utilisateur,Je me sens étourdi,2025-01-16 07:22:46
fr_595,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-01-22 20:07:40
fr_596,utilisateur,Je me sens étourdi,2025-03-15 15:55:15
fr_596,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-05 15:31:53
fr_597,utilisateur,Que dois-je prendre pour un rhume ?,2025-07-07 07:14:31
fr_597,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-01-31 13:12:51
fr_598,utilisateur,Je me sens étourdi,2025-06-22 06:42:31
fr_598,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-28 23:23:48
fr_599,utilisateur,J'ai mal à la tête,2025-06-26 15:42:46
fr_599,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-04-19 04:41:48
fr_600,utilisateur,Que dois-je prendre pour un rhume ?,2025-03-05 23:39:43
fr_600,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-02-06 14:39:49
fr_601,utilisateur,Que dois-je prendre pour un rhume ?,2025-02-03 22:22:21
fr_601,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-01-13 07:38:07
fr_602,utilisateur,Que dois-je prendre pour un rhume ?,2025-01-17 10:30:33
fr_602,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-02-21 20:55:35
fr_603,utilisateur,Je ne dors pas bien,2025-06-07 19:33:41
fr_603,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-02-11 04:39:03
fr_604,utilisateur,Que dois-je prendre pour un rhume ?,2025-07-06 02:26:35
fr_604,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-06-11 09:29:23
fr_605,utilisateur,Je me sens malade,2025-03-29 21:03:59
fr_605,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-05-10 17:27:40
fr_606,utilisateur,Je me sens étourdi,2025-06-06 21:26:35
fr_606,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-20 09:40:04
fr_607,utilisateur,J'ai mal à la tête,2025-07-09 15:34:23
fr_607,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-05-07 21:53:20
fr_608,utilisateur,Je me sens étourdi,2025-07-13 16:01:12
fr_608,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-01 01:18:49
fr_609,utilisateur,Que dois-je prendre pour un rhume ?,2025-05-02 18:24:54
fr_609,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-07-15 05:52:28
fr_610,utilisateur,J'ai mal à la tête,2025-05-03 19:39:49
fr_610,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-04-27 05:51:13
fr_611,utilisateur,Je ne dors pas bien,2025-01-19 13:07:16
fr_611,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-02-07 22:55:50
fr_612,utilisateur,J'ai mal à la tête,2025-04-23 08:30:34
fr_612,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-02-14 20:56:09
fr_613,utilisateur,J'ai mal à la tête,2025-01-26 11:53:16
fr_613,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-06-21 07:09:10
fr_614,utilisateur,Je me sens étourdi,2025-06-22 19:11:50
fr_614,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-08 13:10:59
fr_615,utilisateur,J'ai mal à la tête,2025-05-12 06:17:22
fr_615,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-07-13 18:05:08
fr_616,utilisateur,Je me sens malade,2025-06-01 03:49:15
fr_616,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-04-24 03:23:20
fr_617,utilisateur,Je me sens étourdi,2025-04-20 08:19:52
fr_617,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-04 19:20:54
fr_618,utilisateur,Je ne dors pas bien,2025-03-31 14:18:27
fr_618,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-05-13 19:19:44
fr_619,utilisateur,Je me sens malade,2025-04-18 16:25:52
fr_619,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-26 16:51:08
fr_620,utilisateur,Je me sens malade,2025-01-21 12:00:41
fr_620,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-06-21 23:15:48
fr_621,utilisateur,Je me sens étourdi,2025-06-16 00:51:45
fr_621,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-09 18:55:31
fr_622,utilisateur,Je me sens malade,2025-07-07 14:33:33
fr_622,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-01-21 12:16:45
fr_623,utilisateur,Je me sens étourdi,2025-03-04 08:07:53
fr_623,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-17 02:13:33
fr_624,utilisateur,J'ai mal à la tête,2025-06-02 16:30:36
fr_624,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-01-29 08:58:08
fr_625,utilisateur,Je ne dors pas bien,2025-03-21 18:49:50
fr_625,bot,Les problèmes de sommeil peuvent être liés au stress. Voulez-vous des conseils ?,2025-01-11 19:20:37
fr_626,utilisateur,Je me sens malade,2025-06-10 18:40:55
fr_626,bot,Je suis désolé de l'entendre. Quels sont vos symptômes ?,2025-02-06 18:49:19
fr_627,utilisateur,Que dois-je prendre pour un rhume ?,2025-03-29 02:34:42
fr_627,bot,Vous pouvez prendre du paracétamol et vous reposer. Buvez beaucoup de liquides.,2025-01-16 16:24:15
fr_628,utilisateur,J'ai mal à la tête,2025-06-12 03:18:05
fr_628,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-03-25 17:43:07
fr_629,utilisateur,Je me sens étourdi,2025-01-29 00:51:09
fr_629,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-03-26 04:48:41
fr_630,utilisateur,J'ai mal à la tête,2025-05-26 09:34:06
fr_630,bot,Depuis combien de temps avez-vous mal à la tête ?,2025-01-22 07:45:34
fr_631,utilisateur,Je me sens étourdi,2025-05-01 22:33:10
fr_631,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-06-11 03:59:50
fr_632,utilisateur,Je me sens étourdi,2025-06-05 15:35:54
fr_632,bot,Avez-vous mangé ou bu quelque chose d'inhabituel aujourd'hui ?,2025-04-06 22:15:29
fr_633,utilisateur,Je me sens malade,2025-06-26 21:49:39
